speaker,segfile
joie_chen,files/segments/eo970825_turn0_seg0.npy
joie_chen,files/segments/eo970825_turn0_seg1.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg0.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg1.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg2.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg3.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg4.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg5.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg6.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg7.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg8.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg9.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg10.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg11.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg12.npy
eo970825_spkr_1,files/segments/eo970825_turn1_seg13.npy
joie_chen,files/segments/eo970825_turn2_seg0.npy
joie_chen,files/segments/eo970825_turn2_seg1.npy
joie_chen,files/segments/eo970825_turn2_seg2.npy
joie_chen,files/segments/eo970825_turn2_seg3.npy
joie_chen,files/segments/eo970825_turn2_seg4.npy
joie_chen,files/segments/eo970825_turn2_seg5.npy
joie_chen,files/segments/eo970825_turn2_seg6.npy
joie_chen,files/segments/eo970825_turn2_seg7.npy
joie_chen,files/segments/eo970825_turn2_seg8.npy
joie_chen,files/segments/eo970825_turn2_seg9.npy
joie_chen,files/segments/eo970825_turn2_seg10.npy
joie_chen,files/segments/eo970825_turn2_seg11.npy
joie_chen,files/segments/eo970825_turn2_seg12.npy
joie_chen,files/segments/eo970825_turn2_seg13.npy
joie_chen,files/segments/eo970825_turn2_seg14.npy
joie_chen,files/segments/eo970825_turn2_seg15.npy
joie_chen,files/segments/eo970825_turn2_seg16.npy
joie_chen,files/segments/eo970825_turn2_seg17.npy
joie_chen,files/segments/eo970825_turn2_seg18.npy
joie_chen,files/segments/eo970825_turn2_seg19.npy
joie_chen,files/segments/eo970825_turn2_seg20.npy
joie_chen,files/segments/eo970825_turn2_seg21.npy
joie_chen,files/segments/eo970825_turn2_seg22.npy
joie_chen,files/segments/eo970825_turn2_seg23.npy
joie_chen,files/segments/eo970825_turn2_seg24.npy
joie_chen,files/segments/eo970825_turn2_seg25.npy
joie_chen,files/segments/eo970825_turn2_seg26.npy
joie_chen,files/segments/eo970825_turn2_seg27.npy
joie_chen,files/segments/eo970825_turn2_seg28.npy
joie_chen,files/segments/eo970825_turn2_seg29.npy
joie_chen,files/segments/eo970825_turn2_seg30.npy
joie_chen,files/segments/eo970825_turn2_seg31.npy
joie_chen,files/segments/eo970825_turn2_seg32.npy
joie_chen,files/segments/eo970825_turn2_seg33.npy
joie_chen,files/segments/eo970825_turn2_seg34.npy
joie_chen,files/segments/eo970825_turn2_seg35.npy
joie_chen,files/segments/eo970825_turn2_seg36.npy
joie_chen,files/segments/eo970825_turn2_seg37.npy
norm_thagard,files/segments/eo970825_turn3_seg0.npy
norm_thagard,files/segments/eo970825_turn3_seg1.npy
norm_thagard,files/segments/eo970825_turn3_seg2.npy
norm_thagard,files/segments/eo970825_turn3_seg3.npy
norm_thagard,files/segments/eo970825_turn3_seg4.npy
norm_thagard,files/segments/eo970825_turn3_seg5.npy
norm_thagard,files/segments/eo970825_turn3_seg6.npy
norm_thagard,files/segments/eo970825_turn3_seg7.npy
norm_thagard,files/segments/eo970825_turn3_seg8.npy
norm_thagard,files/segments/eo970825_turn3_seg9.npy
norm_thagard,files/segments/eo970825_turn3_seg10.npy
norm_thagard,files/segments/eo970825_turn3_seg11.npy
norm_thagard,files/segments/eo970825_turn3_seg12.npy
norm_thagard,files/segments/eo970825_turn3_seg13.npy
norm_thagard,files/segments/eo970825_turn3_seg14.npy
joie_chen,files/segments/eo970825_turn4_seg0.npy
joie_chen,files/segments/eo970825_turn4_seg1.npy
joie_chen,files/segments/eo970825_turn4_seg2.npy
joie_chen,files/segments/eo970825_turn4_seg3.npy
joie_chen,files/segments/eo970825_turn4_seg4.npy
joie_chen,files/segments/eo970825_turn4_seg5.npy
joie_chen,files/segments/eo970825_turn4_seg6.npy
joie_chen,files/segments/eo970825_turn4_seg7.npy
joie_chen,files/segments/eo970825_turn5_seg0.npy
joie_chen,files/segments/eo970825_turn5_seg1.npy
joie_chen,files/segments/eo970825_turn5_seg2.npy
joie_chen,files/segments/eo970825_turn5_seg3.npy
joie_chen,files/segments/eo970825_turn5_seg4.npy
joie_chen,files/segments/eo970825_turn5_seg5.npy
joie_chen,files/segments/eo970825_turn5_seg6.npy
joie_chen,files/segments/eo970825_turn5_seg7.npy
joie_chen,files/segments/eo970825_turn5_seg8.npy
joie_chen,files/segments/eo970825_turn5_seg9.npy
joie_chen,files/segments/eo970825_turn5_seg10.npy
joie_chen,files/segments/eo970825_turn5_seg11.npy
keith_oppenheim,files/segments/eo970825_turn6_seg0.npy
lawton_chiles,files/segments/eo970825_turn7_seg0.npy
lawton_chiles,files/segments/eo970825_turn7_seg1.npy
lawton_chiles,files/segments/eo970825_turn7_seg2.npy
keith_oppenheim,files/segments/eo970825_turn8_seg0.npy
keith_oppenheim,files/segments/eo970825_turn8_seg1.npy
keith_oppenheim,files/segments/eo970825_turn8_seg2.npy
keith_oppenheim,files/segments/eo970825_turn8_seg3.npy
keith_oppenheim,files/segments/eo970825_turn8_seg4.npy
keith_oppenheim,files/segments/eo970825_turn8_seg5.npy
keith_oppenheim,files/segments/eo970825_turn8_seg6.npy
keith_oppenheim,files/segments/eo970825_turn8_seg7.npy
keith_oppenheim,files/segments/eo970825_turn8_seg8.npy
keith_oppenheim,files/segments/eo970825_turn8_seg9.npy
keith_oppenheim,files/segments/eo970825_turn8_seg10.npy
keith_oppenheim,files/segments/eo970825_turn8_seg11.npy
keith_oppenheim,files/segments/eo970825_turn8_seg12.npy
keith_oppenheim,files/segments/eo970825_turn8_seg13.npy
keith_oppenheim,files/segments/eo970825_turn8_seg14.npy
keith_oppenheim,files/segments/eo970825_turn8_seg15.npy
eo970825_spkr_2,files/segments/eo970825_turn9_seg0.npy
keith_oppenheim,files/segments/eo970825_turn14_seg0.npy
keith_oppenheim,files/segments/eo970825_turn14_seg1.npy
keith_oppenheim,files/segments/eo970825_turn14_seg2.npy
keith_oppenheim,files/segments/eo970825_turn14_seg3.npy
